sample-id	Target	Harvest_ID	Block_row_column	Sp_speed	Stress	Speed	Block	Rows	Columns	root_weight	Nucleic_Acid_ngul	Plate_name	Plate_postion	Plate_row	Plate_column	GQ_submission_order	sample_type	greenhouse_compartment	greenhouse_table	Sp_full_name	Sp_abb_name	Sp_Tribe	Sp_Lineage_Walden	Sp_Family	Sp_Guest	Roots	Shoot_.DryWeight	Rainbow	Broken	Flowering	soil_moisture	Missing	Notes_1	Notes_2	Rainbow.batch	barcode	Amplicon_concentation_ngul
293_16S	16S	293	5.3.4	S3	Control	Slow	5	3	4	0.4240625	55.6	M11_S3	E7	E	7	506	rhizoplane	2.12	5_6	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.904	0	0	0	normal	0				VAL12505784-E07	42.8
294_16S	16S	294	6.6.9	S3	Control	Slow	6	6	9	0.2840625	41.5	M11_S3	F7	F	7	507	rhizoplane	2.12	5_6	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.392	0	0	0	normal	0				VAL12505784-F07	40.3
295_16S	16S	295	7.6.14	S3	Control	Slow	7	6	14	0.2640625	17.6	M11_S3	G7	G	7	508	rhizoplane	2.12	7_8	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1		1	0	0	wet	0	Small root			VAL12505784-G07	40.5
296_16S	16S	296	8.3.6	S3	Control	Slow	8	3	6	0.3340625	60.3	M11_S3	H7	H	7	509	rhizoplane	2.12	7_8	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.81	0	0	0	normal	0				VAL12505784-H07	40.2
297_16S	16S	297	9.2.8	S3	Control	Slow	9	2	8	0.2040625	19.6	M11_S3	A8	A	8	510	rhizoplane	2.1	9_10	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1		1	0	0	wet	0	Small plant small roots			VAL12505784-A08	35.3
298_16S	16S	298	10.4.7	S3	Control	Slow	10	4	7	0.2740625	33.1	M11_S3	B8	B	8	511	rhizoplane	2.1	9_10	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.773	0	0	0	normal	0				VAL12505784-B08	35.2
299_16S	16S	299	11.6.5	S3	Control	Slow	11	6	5	0.3640625	35.9	M11_S3	C8	C	8	512	rhizoplane	2.1	11_12	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.674	0	0	0	normal	0				VAL12505784-C08	38.5
300_16S	16S	300	12.4.13	S3	Control	Slow	12	4	13	0.2840625	35.2	M11_S3	D8	D	8	513	rhizoplane	2.1	11_12	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.714	0	0	0	normal	0				VAL12505784-D08	46.4
301_16S	16S	301	13.5.12	S3	Control	Slow	13	5	12	0.3340625	54.6	M11_S3	E8	E	8	514	rhizoplane	2.1	13_14	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.837	0	0	0	normal	0				VAL12505784-E08	44.6
302_16S	16S	302	14.2.16	S3	Control	Slow	14	2	16	0.4040625	30	M11_S3	F8	F	8	515	rhizoplane	2.1	13_14	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1		1	0	0	normal	0				VAL12505784-F08	36.7
303_16S	16S	303	15.4.15	S3	Control	Slow	15	4	15	0.3840625	30.1	M11_S3	G8	G	8	516	rhizoplane	2.1	15_16	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.577	0	0	0	normal	0				VAL12505784-G08	39.5
304_16S	16S	304	16.3.10	S3	Control	Slow	16	3	10	0.4440625	58.3	M11_S3	H8	H	8	517	rhizoplane	2.1	15_16	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.71	0	1	0	normal	0				VAL12505784-H08	37.9
305_16S	16S	305	1.5.2	S3	MeJA	Slow	1	5	2	0.1740625	25.7	M11_S3	A9	A	9	518	rhizoplane	2.12	1_2	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.13	0	0	0	wet	0	Small root			VAL12505784-A09	15.5
306_16S	16S	306	2.5.6	S3	MeJA	Slow	2	5	6	0.1640625	37.4	M11_S3	B9	B	9	519	rhizoplane	2.12	1_2	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1		1	0	0	normal	0				VAL12505784-B09	43.3
307_16S	16S	307	3.1.17	S3	MeJA	Slow	3	1	17	0.1940625	30.7	M11_S3	C9	C	9	520	rhizoplane	2.12	3_4	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.342	0	0	0	normal	0				VAL12505784-C09	38.5
308_16S	16S	308	4.3.12	S3	MeJA	Slow	4	3	12	0.2240625	19.1	M11_S3	D9	D	9	521	rhizoplane	2.12	3_4	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.46	0	0	0	normal	0				VAL12505784-D09	40.7
309_16S	16S	309	5.2.11	S3	MeJA	Slow	5	2	11	0.3640625	49.2	M11_S3	E9	E	9	522	rhizoplane	2.12	5_6	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.581	0	0	0	normal	0				VAL12505784-E09	42.7
310_16S	16S	310	6.1.5	S3	MeJA	Slow	6	1	5	0.1640625	27	M11_S3	F9	F	9	523	rhizoplane	2.12	5_6	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.263	0	0	0	wet	0				VAL12505784-F09	39.2
311_16S	16S	311	7.3.1	S3	MeJA	Slow	7	3	1	0.2140625	48.5	M11_S3	G9	G	9	524	rhizoplane	2.12	7_8	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1		1	0	0	wet	0				VAL12505784-G09	42.4
313_16S	16S	313	9.2.3	S3	MeJA	Slow	9	2	3	0.1040625	25.2	M11_S3	H9	H	9	525	rhizoplane	2.1	9_10	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1		1	0	0	normal	0				VAL12505784-H09	45.1
314_16S	16S	314	10.5.13	S3	MeJA	Slow	10	5	13	0.2240625	31.5	M11_S3	A10	A	10	526	rhizoplane	2.1	9_10	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.43	0	0	0	normal	0				VAL12505784-A10	39.1
315_16S	16S	315	11.1.10	S3	MeJA	Slow	11	1	10	0.1740625	29.2	M11_S3	B10	B	10	527	rhizoplane	2.1	11_12	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.385	0	1	0	normal	0	Looking bad part of the soil was lost during dipping			VAL12505784-B10	39.2
317_16S	16S	317	13.5.7	S3	MeJA	Slow	13	5	7	0.2240625	28.3	M11_S3	C10	C	10	528	rhizoplane	2.1	13_14	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.382	0	0	0	normal	0				VAL12505784-C10	37.3
318_16S	16S	318	14.6.15	S3	MeJA	Slow	14	6	15	0.2240625	34.2	M11_S3	D10	D	10	529	rhizoplane	2.1	13_14	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1		1	0	0	normal	0				VAL12505784-D10	46.4
319_16S	16S	319	15.4.16	S3	MeJA	Slow	15	4	16	0.1840625	30	M11_S3	E10	E	10	530	rhizoplane	2.1	15_16	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.368	0	0	0	wet	0				VAL12505784-E10	44.6
320_16S	16S	320	16.2.8	S3	MeJA	Slow	16	2	8	0.2640625	23.2	M11_S3	F10	F	10	531	rhizoplane	2.1	15_16	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.258	0	0	0	normal	0				VAL12505784-F10	40.7
321_16S	16S	321	1.4.17	S3	SA	Slow	1	4	17	0.3540625	42.9	M11_S3	G10	G	10	532	rhizoplane	2.12	1_2	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.621	0	0	0	normal	0				VAL12505784-G10	42.9
322_16S	16S	322	2.6.3	S3	SA	Slow	2	6	3	0.2540625	55.1	M11_S3	H10	H	10	533	rhizoplane	2.12	1_2	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1		1	0	0	normal	0	1st dip delayed 24 hours			VAL12505784-H10	41.1
323_16S	16S	323	3.3.12	S3	SA	Slow	3	3	12	0.2740625	54.3	M11_S3	A11	A	11	534	rhizoplane	2.12	3_4	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.675	0	0	0	normal	0				VAL12505784-A11	37.6
324_16S	16S	324	4.5.4	S3	SA	Slow	4	5	4	0.3540625	35.9	M11_S3	B11	B	11	535	rhizoplane	2.12	3_4	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.669	0	0	0	normal	0				VAL12505784-B11	39.6
325_16S	16S	325	5.4.10	S3	SA	Slow	5	4	10	0.3640625	55.7	M11_S3	C11	C	11	536	rhizoplane	2.12	5_6	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.925	0	1	0	normal	0	SA in soil			VAL12505784-C11	38.3
326_16S	16S	326	6.1.2	S3	SA	Slow	6	1	2	0.2140625	37.8	M11_S3	D11	D	11	537	rhizoplane	2.12	5_6	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.708	0	0	0	normal	0				VAL12505784-D11	44
327_16S	16S	327	7.4.16	S3	SA	Slow	7	4	16	0.2540625	12.1	M11_S3	E11	E	11	538	rhizoplane	2.12	7_8	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1		1	0	0	wet	0				VAL12505784-E11	36.3
328_16S	16S	328	8.6.7	S3	SA	Slow	8	6	7	0.2840625	20.5	M11_S3	F11	F	11	539	rhizoplane	2.12	7_8	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.75	0	0	0	normal	0				VAL12505784-F11	32.8
329_16S	16S	329	9.3.9	S3	SA	Slow	9	3	9	0.3740625	55.3	M11_S3	G11	G	11	540	rhizoplane	2.1	9_10	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1		1	0	0	normal	0				VAL12505784-G11	40.7
330_16S	16S	330	10.3.14	S3	SA	Slow	10	3	14	0.3740625	53.5	M11_S3	H11	H	11	541	rhizoplane	2.1	9_10	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	1.023	0	0	0	normal	0				VAL12505784-H11	41.1
331_16S	16S	331	11.1.15	S3	SA	Slow	11	1	15	0.3540625	60.2	M11_S3	A12	A	12	542	rhizoplane	2.1	11_12	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.835	0	0	0	normal	0				VAL12505784-A12	35.3
332_16S	16S	332	12.5.11	S3	SA	Slow	12	5	11	0.1940625	38.2	M11_S3	B12	B	12	543	rhizoplane	2.1	11_12	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.578	0	0	0	normal	0				VAL12505784-B12	40.6
333_16S	16S	333	13.6.5	S3	SA	Slow	13	6	5	0.4340625	64.6	M11_S3	C12	C	12	544	rhizoplane	2.1	13_14	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.733	0	0	0	normal	0				VAL12505784-C12	37
334_16S	16S	334	14.2.6	S3	SA	Slow	14	2	6	0.2240625	36.9	M11_S3	D12	D	12	545	rhizoplane	2.1	13_14	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1		1	0	0	normal	0				VAL12505784-D12	40
335_16S	16S	335	15.6.1	S3	SA	Slow	15	6	1	0.2540625	35.9	M11_S3	E12	E	12	546	rhizoplane	2.1	15_16	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.76	0	0	0	normal	0				VAL12505784-E12	36
336_16S	16S	336	16.2.13	S3	SA	Slow	16	2	13	0.1940625	34.9	M11_S3	F12	F	12	547	rhizoplane	2.1	15_16	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes	1	0.56	0	0	0	normal	0				VAL12505784-F12	33.8
Blank_S3_16S	16S	Blank_S3	Blank	S3	Blank	Slow	Blank	Blank	Blank	Blank	2	M11_S3	G12	G	12	548	Blank	2.1	15_16	Nicotiana_benthamiana	Nb	Nicotianeae	Solanaceae	Solanaceae	yes											VAL12505784-G12	9.2
193_16S	16S	193	1.1.7	M2	Control	Medium	1	1	7	0.8440625	40	M2_S6	A1	A	1	549	rhizoplane	2.12	1_2	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1		1	0	1	normal	0			Agros 1st batch	VAL12505785-A01	27.9
194_16S	16S	194	2.5.4	M2	Control	Medium	2	5	4	1.0640625	38.1	M2_S6	B1	B	1	550	rhizoplane	2.12	1_2	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.228	0	0	1	normal	0				VAL12505785-B01	28.8
195_16S	16S	195	3.2.17	M2	Control	Medium	3	2	17	0.4040625	47.8	M2_S6	C1	C	1	551	rhizoplane	2.12	3_4	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.373	0	0	1	normal	0				VAL12505785-C01	31.6
196_16S	16S	196	4.2.8	M2	Control	Medium	4	2	8	0.8940625	35.2	M2_S6	D1	D	1	552	rhizoplane	2.12	3_4	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.186	0	0	1	normal	0				VAL12505785-D01	30.1
197_16S	16S	197	5.1.5	M2	Control	Medium	5	1	5	0.7340625	35.8	M2_S6	E1	E	1	553	rhizoplane	2.12	5_6	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1		1	0	1	normal	0			Agros 1st batch	VAL12505785-E01	28.9
198_16S	16S	198	6.5.13	M2	Control	Medium	6	5	13	0.7040625	35.5	M2_S6	F1	F	1	554	rhizoplane	2.12	5_6	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.27	0	0	1	normal	0				VAL12505785-F01	31.1
199_16S	16S	199	7.3.10	M2	Control	Medium	7	3	10	1.1240625	30.1	M2_S6	G1	G	1	555	rhizoplane	2.12	7_8	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.351	0	0	1	normal	0				VAL12505785-G01	28.9
200_16S	16S	200	8.3.9	M2	Control	Medium	8	3	9	0.5940625	22.8	M2_S6	H1	H	1	556	rhizoplane	2.12	7_8	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.216	0	0	1	normal	0				VAL12505785-H01	29.4
201_16S	16S	201	9.5.14	M2	Control	Medium	9	5	14	1.2740625	36.6	M2_S6	A2	A	2	557	rhizoplane	2.1	9_10	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.352	0	0	1	normal	0				VAL12505785-A02	30.5
202_16S	16S	202	10.3.1	M2	Control	Medium	10	3	1	1.2740625	46.6	M2_S6	B2	B	2	558	rhizoplane	2.1	9_10	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1		1	0	1	normal	0			Agros 1st batch	VAL12505785-B02	29
203_16S	16S	203	11.4.12	M2	Control	Medium	11	4	12	1.2440625	35.6	M2_S6	C2	C	2	559	rhizoplane	2.1	11_12	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.301	0	0	1	normal	0				VAL12505785-C02	30.1
204_16S	16S	204	12.2.2	M2	Control	Medium	12	2	2	0.8140625	29.7	M2_S6	D2	D	2	560	rhizoplane	2.1	11_12	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.354	0	0	1	normal	0				VAL12505785-D02	31.3
205_16S	16S	205	13.1.6	M2	Control	Medium	13	1	6	1.5840625	30.8	M2_S6	E2	E	2	561	rhizoplane	2.1	13_14	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.364	0	0	1	normal	0				VAL12505785-E02	29.1
206_16S	16S	206	14.2.15	M2	Control	Medium	14	2	15	0.4840625	61.8	M2_S6	F2	F	2	562	rhizoplane	2.1	13_14	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.247	0	0	1	normal	0				VAL12505785-F02	32.4
207_16S	16S	207	15.1.16	M2	Control	Medium	15	1	16	0.7140625	35.3	M2_S6	G2	G	2	563	rhizoplane	2.1	15_16	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1		1	0	1	normal	0			Agros 1st batch	VAL12505785-G02	29.8
208_16S	16S	208	16.1.3	M2	Control	Medium	16	1	3	0.4440625	39.9	M2_S6	H2	H	2	564	rhizoplane	2.1	15_16	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.165	0	0	1	normal	0				VAL12505785-H02	30
209_16S	16S	209	1.2.7	M2	MeJA	Medium	1	2	7	0.5640625	32.8	M2_S6	A3	A	3	565	rhizoplane	2.12	1_2	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1		1	0	1	normal	0			Agros 1st batch	VAL12505785-A03	30.6
210_16S	16S	210	2.5.12	M2	MeJA	Medium	2	5	12	0.4540625	48.5	M2_S6	B3	B	3	566	rhizoplane	2.12	1_2	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.246	0	0	1	normal	0				VAL12505785-B03	31.6
211_16S	16S	211	3.6.11	M2	MeJA	Medium	3	6	11	0.9140625	46.4	M2_S6	C3	C	3	567	rhizoplane	2.12	3_4	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.214	0	0	1	normal	0				VAL12505785-C03	30.6
212_16S	16S	212	4.1.9	M2	MeJA	Medium	4	1	9	0.8640625	36.8	M2_S6	D3	D	3	568	rhizoplane	2.12	3_4	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.346	0	0	1	normal	0				VAL12505785-D03	30.2
213_16S	16S	213	5.6.17	M2	MeJA	Medium	5	6	17	1.6540625	28.2	M2_S6	E3	E	3	569	rhizoplane	2.12	5_6	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1		1	0	1	normal	0			Agros 1st batch	VAL12505785-E03	29.5
214_16S	16S	214	6.1.14	M2	MeJA	Medium	6	1	14	0.4340625	32.6	M2_S6	F3	F	3	570	rhizoplane	2.12	5_6	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.174	0	0	1	normal	0				VAL12505785-F03	31.2
215_16S	16S	215	7.2.2	M2	MeJA	Medium	7	2	2	0.6540625	41.1	M2_S6	G3	G	3	571	rhizoplane	2.12	7_8	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.239	0	0	1	normal	0				VAL12505785-G03	31
216_16S	16S	216	8.1.3	M2	MeJA	Medium	8	1	3	0.4640625	45.5	M2_S6	H3	H	3	572	rhizoplane	2.12	7_8	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.226	0	0	1	normal	0				VAL12505785-H03	27.2
217_16S	16S	217	9.4.16	M2	MeJA	Medium	9	4	16	0.5040625	36.8	M2_S6	A4	A	4	573	rhizoplane	2.1	9_10	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.327	0	0	1	normal	0				VAL12505785-A04	31.9
218_16S	16S	218	10.6.8	M2	MeJA	Medium	10	6	8	0.7940625	47.4	M2_S6	B4	B	4	574	rhizoplane	2.1	9_10	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1		1	0	0	normal	0			Agros 1st batch	VAL12505785-B04	6.3
219_16S	16S	219	11.4.13	M2	MeJA	Medium	11	4	13	0.9140625	38.1	M2_S6	C4	C	4	575	rhizoplane	2.1	11_12	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.321	0	0	1	normal	0				VAL12505785-C04	30.8
220_16S	16S	220	12.2.1	M2	MeJA	Medium	12	2	1	0.7740625	47.8	M2_S6	D4	D	4	576	rhizoplane	2.1	11_12	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.317	0	0	1	normal	0				VAL12505785-D04	28.9
221_16S	16S	221	13.1.15	M2	MeJA	Medium	13	1	15	0.7840625	42.2	M2_S6	E4	E	4	577	rhizoplane	2.1	13_14	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.357	0	0	1	normal	0				VAL12505785-E04	27.5
222_16S	16S	222	14.5.5	M2	MeJA	Medium	14	5	5	0.6740625	32.7	M2_S6	F4	F	4	578	rhizoplane	2.1	13_14	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.273	0	0	1	normal	0				VAL12505785-F04	31.7
223_16S	16S	223	15.3.6	M2	MeJA	Medium	15	3	6	0.8440625	62.6	M2_S6	G4	G	4	579	rhizoplane	2.1	15_16	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1		1	0	1	normal	0			Agros 1st batch	VAL12505785-G04	28.5
224_16S	16S	224	16.4.4	M2	MeJA	Medium	16	4	4	0.4140625	45.3	M2_S6	H4	H	4	580	rhizoplane	2.1	15_16	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.158	0	0	1	normal	0				VAL12505785-H04	5.9
225_16S	16S	225	1.6.5	M2	SA	Medium	1	6	5	0.4640625	62.2	M2_S6	A5	A	5	581	rhizoplane	2.12	1_2	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1		1	0	1	normal	0			Agros 1st batch	VAL12505785-A05	33.3
226_16S	16S	226	2.2.13	M2	SA	Medium	2	2	13	0.4340625	43	M2_S6	B5	B	5	582	rhizoplane	2.12	1_2	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.169	0	0	1	normal	0				VAL12505785-B05	6.4
227_16S	16S	227	3.5.3	M2	SA	Medium	3	5	3	0.7940625	41.8	M2_S6	C5	C	5	583	rhizoplane	2.12	3_4	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.373	0	0	1	normal	0				VAL12505785-C05	13.7
228_16S	16S	228	4.5.16	M2	SA	Medium	4	5	16	0.7940625	46.8	M2_S6	D5	D	5	584	rhizoplane	2.12	3_4	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.338	0	0	1	normal	0				VAL12505785-D05	31.5
229_16S	16S	229	5.6.6	M2	SA	Medium	5	6	6	0.9440625	80.9	M2_S6	E5	E	5	585	rhizoplane	2.12	5_6	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1		1	0	1	normal	0			PPH 17-21_June	VAL12505785-E05	12.3
230_16S	16S	230	6.3.11	M2	SA	Medium	6	3	11	0.3740625	46.6	M2_S6	F5	F	5	586	rhizoplane	2.12	5_6	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.193	0	0	1	normal	0				VAL12505785-F05	32.4
231_16S	16S	231	7.6.9	M2	SA	Medium	7	6	9	0.6240625	34.3	M2_S6	G5	G	5	587	rhizoplane	2.12	7_8	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.273	0	0	1	normal	0				VAL12505785-G05	30
232_16S	16S	232	8.6.17	M2	SA	Medium	8	6	17	0.7040625	40.1	M2_S6	H5	H	5	588	rhizoplane	2.12	7_8	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.26	0	0	0	normal	0				VAL12505785-H05	31.4
233_16S	16S	233	9.1.12	M2	SA	Medium	9	1	12	1.0840625	53.3	M2_S6	A6	A	6	589	rhizoplane	2.1	9_10	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.319	0	0	1	normal	0				VAL12505785-A06	34.4
234_16S	16S	234	10.1.8	M2	SA	Medium	10	1	8	0.6540625	40.2	M2_S6	B6	B	6	590	rhizoplane	2.1	9_10	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1		1	0	1	normal	0			PPH 17-21_June	VAL12505785-B06	8.2
235_16S	16S	235	11.4.2	M2	SA	Medium	11	4	2	1.7540625	46.7	M2_S6	C6	C	6	591	rhizoplane	2.1	11_12	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.449	0	0	1	normal	0				VAL12505785-C06	12
236_16S	16S	236	12.6.4	M2	SA	Medium	12	6	4	0.6940625	36.3	M2_S6	D6	D	6	592	rhizoplane	2.1	11_12	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.338	0	0	1	normal	0				VAL12505785-D06	30.1
237_16S	16S	237	13.5.10	M2	SA	Medium	13	5	10	0.6040625	20.9	M2_S6	E6	E	6	593	rhizoplane	2.1	13_14	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.332	0	0	1	normal	0				VAL12505785-E06	23.4
238_16S	16S	238	14.1.7	M2	SA	Medium	14	1	7	0.6440625	34.4	M2_S6	F6	F	6	594	rhizoplane	2.1	13_14	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.361	0	0	1	normal	0				VAL12505785-F06	33.2
239_16S	16S	239	15.6.15	M2	SA	Medium	15	6	15	0.7040625	58.5	M2_S6	G6	G	6	595	rhizoplane	2.1	15_16	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1		1	0	1	normal	0				VAL12505785-G06	29.6
240_16S	16S	240	16.3.1	M2	SA	Medium	16	3	1	0.4040625	51	M2_S6	H6	H	6	596	rhizoplane	2.1	15_16	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes	1	0.265	0	0	1	normal	0				VAL12505785-H06	33.8
Blank_M2_16S	16S	Blank_M2	Blank	M2	Blank	Medium	Blank	Blank	Blank	Blank	5.1	M2_S6	A7	A	7	597	Blank	2.1	15_16	Medicago_truncatula	Mt	Trifolieae	Fabaceae	Fabaceae	yes											VAL12505785-A07	8.8
721_16S	16S	721	1.1.13	S6	Control	Slow	1	1	13	0.1940625	29.5	M2_S6	B7	B	7	598	rhizoplane	2.12	1_2	Iberis_amara	Ia	Iberideae	lineage_II	Brassicaceae	no	1	0.191	0	0	0	normal	0				VAL12505785-B07	43.4
722_16S	16S	722	2.1.1	S6	Control	Slow	2	1	1	0.1840625	37.8	M2_S6	C7	C	7	599	rhizoplane	2.12	1_2	Iberis_amara	Ia	Iberideae	lineage_II	Brassicaceae	no	1	0.269	0	0	0	normal	0				VAL12505785-C07	24.5
723_16S	16S	723	3.2.11	S6	Control	Slow	3	2	11	0.1540625	17.8	M2_S6	D7	D	7	600	rhizoplane	2.12	3_4	Iberis_amara	Ia	Iberideae	lineage_II	Brassicaceae	no	1	0.161	0	0	0	normal	0				VAL12505785-D07	38.8
